health,power,bearing,x,y,z,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
1000,1000,190.4044952392578,-1128.0,30.0,614.0,-0.9835573434829712,0.0,0.1805962324142456,0.0,0.0,1.0,0.0,0.0,-0.1805962324142456,0.0,-0.9835573434829712,0.0
1000,1000,191.87124633789062,-1128.0,29.975475311279297,614.0,-0.9786124229431152,1.4885429777677928e-08,0.20571285486221313,0.0,1.4495148192850138e-08,1.0,-3.404251547323156e-09,0.0,-0.20571285486221313,-3.496044564954559e-10,-0.9786124229431152,0.0
1000,1000,191.7155303955078,-1128.0001220703125,29.92667007446289,614.0,-0.9791666269302368,-0.001421422348357737,0.20305277407169342,0.0,-0.0014059800887480378,0.9999989867210388,0.00022029677347745746,0.0,-0.20305289328098297,-6.978090095799416e-05,-0.979167640209198,0.0
1000,1000,191.313720703125,-1128.0,29.85382843017578,614.0000610351562,-0.9805678725242615,-0.0005844308761879802,0.19618086516857147,0.0,-0.0004580181557685137,0.9999997019767761,0.0006897356361150742,0.0,-0.19618119299411774,0.0005864780396223068,-0.9805678129196167,0.0
1000,1000,190.9496307373047,-1128.0,29.757190704345703,614.0001220703125,-0.9817947149276733,-0.0002886918664444238,0.18994583189487457,0.0,-5.8747791626956314e-05,0.9999992847442627,0.0012162069324404001,0.0,-0.1899460405111313,0.0011829063296318054,-0.981793999671936,0.0
1000,1000,190.59317016601562,-1128.0,29.636993408203125,614.0001831054688,-0.9829574823379517,-2.197139838244766e-05,0.18383388221263885,0.0,0.000304731831420213,0.9999984502792358,0.001748914597555995,0.0,-0.18383364379405975,0.0017751285340636969,-0.9829559326171875,0.0
1000,1000,190.23788452148438,-1128.0,29.493473052978516,614.000244140625,-0.9840784072875977,0.0002432011388009414,0.177734836935997,0.0,0.0006594038568437099,0.9999971389770508,0.002282639965415001,0.0,-0.17773379385471344,0.0023634955286979675,-0.9840757846832275,0.0
1000,1000,189.88430786132812,-1128.0,29.326862335205078,614.0003051757812,-0.9851564168930054,0.0005043362034484744,0.17165866494178772,0.0,0.001002910896204412,0.9999955296516418,0.0028177436906844378,0.0,-0.17165648937225342,0.002948076231405139,-0.985152542591095,0.0
1000,1000,189.53280639648438,-1128.0,29.137393951416016,614.0003662109375,-0.986190676689148,0.0007632296765223145,0.1656113564968109,0.0,0.0013372002867981791,0.9999935030937195,0.003354298183694482,0.0,-0.16560772061347961,0.0035294333938509226,-0.9861852526664734,0.0
1000,1000,189.18328857421875,-1128.0,28.925294876098633,614.0004272460938,-0.9871824383735657,0.0010179724777117372,0.15959198772907257,0.0,0.0016604039119556546,0.9999910593032837,0.003892164910212159,0.0,-0.1595865935087204,0.004107264336198568,-0.9871752858161926,0.0
1000,1000,188.8358154296875,-1128.0,28.690792083740234,614.00048828125,-0.9881317019462585,0.0012689760187640786,0.1536020040512085,0.0,0.0019729784689843655,0.9999882578849792,0.004430944100022316,0.0,-0.15359458327293396,0.004681411199271679,-0.9881225824356079,0.0
1000,1000,188.49026489257812,-1128.0,28.43410873413086,614.0005493164062,-0.9890400171279907,0.0015155342407524586,0.14763949811458588,0.0,0.0022743537556380033,0.9999850988388062,0.004970996640622616,0.0,-0.1476297527551651,0.005252298898994923,-0.9890286922454834,0.0
1000,1000,188.14666748046875,-1128.0,28.155467987060547,614.0006103515625,-0.9899073243141174,0.0017593191005289555,0.14170528948307037,0.0,0.002566232345998287,0.9999815225601196,0.005511761177331209,0.0,-0.14169298112392426,0.005819781217724085,-0.9898934960365295,0.0
