1,1,1000,1000,258.5864562988281,30.0
2,1,1000,1000,265.87603759765625,29.975475311279297
3,1,1000,1000,265.44732666015625,29.92667007446289
4,1,1000,1000,264.2009582519531,29.85382843017578
5,1,1000,1000,263.1567687988281,29.757190704345703
6,1,1000,1000,262.1554260253906,29.636993408203125
7,1,1000,1000,261.15594482421875,29.493473052978516
8,1,1000,1000,260.1607666015625,29.326862335205078
9,1,1000,1000,259.1714172363281,29.137393951416016
10,1,1000,1000,258.1878356933594,28.925294876098633
11,1,1000,1000,257.20989990234375,28.690792083740234
12,1,1000,1000,256.2375793457031,28.43410873413086
13,1,1000,1000,255.2708282470703,28.155467987060547
14,1,1000,1000,254.3096160888672,27.855087280273438
15,1,1000,1000,253.35386657714844,27.533185958862305
16,1,1000,1000,252.403564453125,27.189977645874023
17,1,1000,1000,251.45870971679688,26.8256778717041
18,1,1000,1000,250.51914978027344,26.440494537353516
19,1,1000,1000,249.5850067138672,26.034639358520508
20,1,1000,1000,248.65618896484375,25.60831642150879
21,1,1000,1000,247.73265075683594,25.161731719970703
22,1,1000,1000,246.8143310546875,24.695087432861328
23,1,1000,1000,245.9012451171875,24.208585739135742
24,1,1000,1000,244.99331665039062,23.702423095703125
25,1,1000,1000,244.09059143066406,23.17679786682129
26,1,1000,1000,243.1929931640625,22.63190269470215
27,1,1000,1000,242.3004913330078,22.06793212890625
28,1,1000,1000,241.41302490234375,21.485076904296875
29,1,1000,1000,240.5306396484375,20.88352394104004
30,1,1000,1000,239.65330505371094,20.26346206665039
31,1,1000,1000,238.78091430664062,19.625076293945312
32,1,1000,1000,237.91343688964844,18.968547821044922
33,1,1000,1000,237.05093383789062,18.29405975341797
34,1,1000,1000,236.193359375,17.601791381835938
35,1,1000,1000,235.3406982421875,16.891921997070312
36,1,1000,1000,234.49282836914062,16.16462516784668
37,1,1000,1000,233.64979553222656,15.420076370239258
38,1,1000,1000,232.81158447265625,14.658448219299316
39,1,1000,1000,231.9781036376953,13.879911422729492
40,1,1000,1000,231.14935302734375,13.084634780883789
41,1,1000,1000,230.32533264160156,12.272785186767578
42,1,1000,1000,229.5060577392578,11.44452953338623
43,1,1000,1000,228.69137573242188,10.600030899047852
44,1,1000,1000,227.88133239746094,9.739452362060547
45,1,1000,1000,227.07594299316406,8.862954139709473
46,1,1000,1000,226.59593200683594,8.577980995178223
47,1,1000,1000,226.43661499023438,8.723259925842285
48,1,1000,1000,226.46597290039062,9.021658897399902
49,1,1000,1000,226.49720764160156,9.293011665344238
50,1,1000,1000,226.52227783203125,9.536727905273438
51,1,1000,1000,226.5466766357422,9.753238677978516
52,1,1000,1000,226.5711212158203,9.942914009094238
53,1,1000,1000,226.5955047607422,10.1060791015625
54,1,1000,1000,226.61972045898438,10.243035316467285
55,1,1000,1000,226.64385986328125,10.35406494140625
56,1,1000,1000,226.6678466796875,10.43943977355957
57,1,1000,1000,226.69171142578125,10.499424934387207
58,1,1000,1000,226.7154541015625,10.53427791595459
59,1,1000,1000,226.73910522460938,10.544252395629883
60,1,1000,1000,226.7626190185547,10.5295991897583
61,1,1000,1000,226.7860107421875,10.49056625366211
62,1,1000,1000,226.80929565429688,10.427396774291992
63,1,1000,1000,226.83245849609375,10.340332984924316
64,1,1000,1000,226.8555145263672,10.2296142578125
